tanggal,keterangan,user_id,deskripsi_pekerjaan,divisi_id,jenis_pekerjaan_id,lokasi_id,foto_before,foto_after,tanggal_selesai,lead_time
2025-01-15,Internal,11,Pengecekan Wi-Fi Kemitraan & BRP,11.0,8,4,,,2025-01-15,0.0
2025-01-15,Internal,11,Perbaikan laptop Alfian ,9.0,8,3,,,2025-01-15,0.0
2025-01-15,Internal,12,Pengecekan traffic website dkriuk.com,9.0,9,3,,,2025-01-15,0.0
2025-01-15,Internal,12,Pengecekan data server Arsip Finance,5.0,9,3,,,2025-01-15,0.0
2025-01-15,Internal,11,Pengecekan laptop spv Accounting,5.0,8,3,,,2025-01-15,0.0
2025-01-16,Internal,11,Perbaikan 1 unit CCTV Cibereum Gudang lama,1.0,8,1,,,2025-01-16,0.0
2025-01-16,Internal,12,Setting/Update logo baru di semua website dkriuk.com,7.0,9,3,,,2025-01-16,0.0
2025-01-16,Internal,12,Pengecekan web server dkriuk,9.0,9,3,,,2025-01-16,0.0
2025-01-16,Internal,12,Take out menu yang penjualannya kurang di website dkriuk.com,15.0,9,3,,,2025-01-16,0.0
2025-01-16,Internal,12,Update landing page / link promo bulan januari 2025,15.0,9,3,,,2025-01-16,0.0
2025-01-16,Internal,12,Setting SEO perihal logo baru dkriuk 2025 di blog.dkriuk.com,15.0,9,3,,,2025-01-16,0.0
2025-01-16,Internal,11,Pemasangan Box Panel (untuk melindungi dvr) Di Cibereum,1.0,8,1,,,2025-01-16,0.0
2025-01-17,Internal,11,Pengecekan laptop Asset (GA) ketika dicas overheat mengakibatkan lemot atau ngefreez ,9.0,8,3,,,2025-01-17,0.0
2025-01-17,Internal,12,Menghubungkan fingerspot personnel (data absensi hrd) ke mysql server,10.0,9,3,,,2025-01-17,0.0
2025-01-20,Internal,11,"Pengecekan laptop Stokis Sumedang via online (laptop nyetrum saat mencolokan charger, printer struk dll)",3.0,8,3,,,2025-01-20,0.0
2025-01-20,Internal,12,Update Gerobak terbaru di website dkriuk.com,7.0,9,3,,,2025-01-20,0.0
2025-01-20,Internal,12,Menambahkan email domain service.headoffice@dkriuk.com,9.0,9,3,,,2025-01-20,0.0
2025-01-22,Internal,11,Perbaikan sistem aset yang terkendala pada gambar yang tidak muncul/tidak tampil pada server HO,9.0,8,5,,,2025-01-22,0.0
2025-01-22,Internal,11,Pengecekan laptop kang rian (kendala pada kipasnya),9.0,8,3,,,2025-01-22,0.0
2025-01-22,Internal,12,Pembuatan Akses Stokis Banjarmasin di program stokis berbasis desktop,3.0,9,3,,,2025-01-22,0.0
2025-01-22,Internal,12,Update data stokis Banjarmasin & pekan baru di program warehouse berdasarkan permintaan pak budi,1.0,9,3,,,2025-01-22,0.0
2025-01-22,Internal,12,Update data produk/item saus tartar 100gr & 500gr beserta harga modalnya di program warehouse,1.0,9,3,,,2025-01-22,0.0
2025-01-22,Internal,12,Pembuatan link zoom tgl 22/01/2025 untuk kebutuhan HR Rekrutmen,10.0,9,3,,,2025-01-22,0.0
2025-01-22,Internal,11,Pengecekan laptop staff audit (ms word error / expired),10.0,8,3,,,2025-01-22,0.0
2025-01-22,Internal,11,Pengecekan laptop kang surya (terkait baterai laptop),11.0,8,4,,,2025-01-22,0.0
2025-01-23,Internal,11,Pengecekan 2 laptop aset baru,9.0,8,3,,,2025-01-23,0.0
2025-01-23,Internal,11,Pengecekan Wi-Fi Kemitraan,4.0,8,4,,,2025-01-23,0.0
